Timestamp,Tiempo_Relativo_s,Estado_Sistema,Temp1_C,Temp2_C,Temp3_C,Caudal1_Lmin,Caudal2_Lmin,Volumen1_L,Volumen2_L,PWM1,PWM2,Duty1_%,Duty2_%,Modo1,Modo2,Error1,Error2
2025-12-05 18:20:46.858,1.149,DETENIDO,28.0,25.0,28.0,0.18,0.18,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:48.420,2.711,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:49.978,4.269,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:51.535,5.827,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:53.135,7.426,EN OPERACION,28.0,25.5,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:54.655,8.946,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:56.215,10.506,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:57.930,12.221,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:20:59.335,13.626,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:00.892,15.183,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:02.452,16.743,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:04.016,18.307,EN OPERACION,28.0,25.5,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:05.573,19.864,EN OPERACION,28.0,25.5,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:07.132,21.423,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:08.810,23.101,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:10.253,24.544,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:11.812,26.103,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:13.371,27.662,EN OPERACION,28.0,25.5,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:14.931,29.222,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:16.493,30.784,EN OPERACION,28.0,25.5,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
2025-12-05 18:21:18.051,32.342,EN OPERACION,28.0,25.0,28.0,0.0,0.0,1.081,0.926,0,0,0.0,0.0,MANUAL,MANUAL,--,--
