Timestamp,Tiempo_Relativo_s,Estado_Sistema,Temp1_C,Temp2_C,Temp3_C,Caudal1_Lmin,Caudal2_Lmin,Volumen1_L,Volumen2_L,PWM1,PWM2,Duty1_%,Duty2_%,Modo1,Modo2,Error1,Error2
2025-12-05 17:31:24.683,1.486,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 17:31:26.241,3.044,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 17:31:27.801,4.605,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 17:31:29.399,6.203,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 17:31:30.922,7.726,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 17:31:32.483,9.286,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 17:31:34.221,11.024,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:35.613,12.416,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:37.178,13.982,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:38.744,15.547,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:40.308,17.112,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:41.898,18.702,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:43.440,20.243,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:45.142,21.945,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:46.570,23.373,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
2025-12-05 17:31:48.134,24.938,DETENIDO,28.5,25.5,28.5,0.0,0.0,0.0,0.0,200,180,78.4,70.6,AUTO,MANUAL,0.000,--
