Timestamp,Tiempo_Relativo_s,Estado_Sistema,Temp1_C,Temp2_C,Temp3_C,Caudal1_Lmin,Caudal2_Lmin,Volumen1_L,Volumen2_L,PWM1,PWM2,Duty1_%,Duty2_%,Modo1,Modo2,Error1,Error2
2025-12-05 18:20:20.327,1.258,DETENIDO,28.0,25.0,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:21.889,2.820,DETENIDO,28.0,25.0,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:23.449,4.380,DETENIDO,28.0,25.0,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:25.009,5.940,DETENIDO,28.0,25.5,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:26.634,7.565,DETENIDO,28.0,25.5,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:28.130,9.062,DETENIDO,28.0,25.0,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:29.689,10.620,DETENIDO,28.0,25.5,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:31.409,12.340,DETENIDO,28.0,25.0,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:32.819,13.750,EN OPERACION,28.0,25.0,28.0,0.0,0.0,0.0,0.0,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:34.377,15.308,EN OPERACION,28.0,25.0,28.0,4.952,4.142,0.129,0.108,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:35.936,16.867,EN OPERACION,28.0,25.0,28.0,5.669,4.859,0.277,0.234,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:37.496,18.427,EN OPERACION,28.0,25.0,28.0,5.77,4.959,0.427,0.363,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:39.056,19.987,EN OPERACION,28.0,25.0,28.0,5.766,4.956,0.577,0.492,200,180,78.4,70.6,MANUAL,MANUAL,--,--
2025-12-05 18:20:40.617,21.548,EN OPERACION,28.0,25.0,28.0,5.77,4.869,0.727,0.619,200,180,78.4,70.6,MANUAL,MANUAL,--,--
